Song,Artist Credit,Keyword,Quote
Lovin' On You,Luke Combs,clinging-to-love,"I can't get enough of you, honey"
Lovin' On You,Luke Combs,desire-and-lust,"I can't get enough of you, honey|I'm a junkie for your midnight moves"
Lovin' On You,Luke Combs,devotion,But I'm in love and lovin' on you|I'm in love and lovin' on you
Lovin' On You,Luke Combs,human-connection,I feel that rush soon as you walk in a room
Lovin' On You,Luke Combs,intimacy-and-connection,I'm a junkie for your midnight moves
Lovin' On You,Luke Combs,music-as-entertainment,Three chords and the truth
Lovin' On You,Luke Combs,sensual-desire,I'm a junkie for your midnight moves
Lovin' On You,Luke Combs,small-town-roots-and-identity,"I like a sunrise, duck blind|I like a two-door old Ford"
Low Life,Future Featuring The Weeknd,addiction-and-obsession,I been on the molly and them Xans with your daughter
Low Life,Future Featuring The Weeknd,alcohol-and-substance-abuse,"Wake up, take a sip of Ace of Spade like it's water"
Low Life,Future Featuring The Weeknd,betrayal-and-cheating,"If she catch me cheating, I will never tell her sorry"
Low Life,Future Featuring The Weeknd,celebration-and-partying,"'Bout to fuck this club up, what else?"
Low Life,Future Featuring The Weeknd,confidence-and-self-assurance,Fuck a nigga co-sign
Low Life,Future Featuring The Weeknd,defiance-and-rebellion,I turn the Ritz into a poor house
Low Life,Future Featuring The Weeknd,desire-and-lust,Girl go ahead and show me how you go down|I'm fucking anybody with they legs wide
Low Life,Future Featuring The Weeknd,dominance-and-power,"And I'm the reason why|Niggas tryna ride my fuckin' wave, now they salty"
Low Life,Future Featuring The Weeknd,haters-and-critics,"Niggas tryna ride my fuckin' wave, now they salty|Yeah, they stereotyping"
Low Life,Future Featuring The Weeknd,hustle-and-money,"Flood my cross with ice, getting money my religion|Popping tags on tags, I was starving"
Low Life,Future Featuring The Weeknd,independence-and-self-reliance,"Bitch, I'm on my own time"
Low Life,Future Featuring The Weeknd,luxury-and-fashion,"Porches in the valley, I got Bentleys, I got Raris"
Low Life,Future Featuring The Weeknd,nighttime-revelry,Getting faded with some bitches from the West Side
Low Life,Future Featuring The Weeknd,overcoming-hardship,Used to have no money for a crib
Low Life,Future Featuring The Weeknd,partying-and-nightlife,Everybody getting high
Low Life,Future Featuring The Weeknd,relationship-complications,Got my baby momma and my side bitch kissing
Low Life,Future Featuring The Weeknd,rising-to-success,Now my room service bill cost your whole lot
Low Life,Future Featuring The Weeknd,self-confidence-and-braggadocio,I got the juice and the carbon|I turn the Ritz into a lean house
Low Life,Future Featuring The Weeknd,street-loyalty-and-danger,"I free up all my niggas, locked up in the penitentiary|Running with the wave, get you killed quick"
Low Life,Future Featuring The Weeknd,toxic-relationship,"If she catch me cheating, I will never tell her sorry"
Low Life,Future Featuring The Weeknd,violence-and-street-danger,Shoot you in your back like you Ricky
Low Life,Future Featuring The Weeknd,wealth-and-flexing,"Ferraris and them Lambs, what else?|Popping tags on tags, I was starving|Turn a five star hotel to a traphouse"
Low Life,Future Featuring The Weeknd,wealth-and-material-success,"Popping tags on tags, I was starving|Porches in the valley, I got Bentleys, I got Raris|Turn a five star hotel to a traphouse"
Loyalty.,Kendrick Lamar Featuring Rihanna,alcohol-and-substance-abuse,"All I want tonight just get high up (high, high, high)"
Loyalty.,Kendrick Lamar Featuring Rihanna,ambition-and-self-determination,My resume is real enough for two millenniums
Loyalty.,Kendrick Lamar Featuring Rihanna,attraction-and-admiration,"Girl, you look so good, it's to die for (die for)"
Loyalty.,Kendrick Lamar Featuring Rihanna,authenticity-and-honesty,I put my lyric and my lifeline on the line
Loyalty.,Kendrick Lamar Featuring Rihanna,community-and-togetherness,All we got is us
Loyalty.,Kendrick Lamar Featuring Rihanna,confidence-and-self-assurance,"I'm a natural, I'm alright|I'm a savage, I'm an asshole, I'm a king"
Loyalty.,Kendrick Lamar Featuring Rihanna,criminal-secrecy,It's a secret society
Loyalty.,Kendrick Lamar Featuring Rihanna,deception-and-distrust,"You acting shifty, you don't ride"
Loyalty.,Kendrick Lamar Featuring Rihanna,desire-and-lust,"Ooh that pussy good, it's to die for (on fire)"
Loyalty.,Kendrick Lamar Featuring Rihanna,devotion,Is it unconditional when the 'Rari don't start?
Loyalty.,Kendrick Lamar Featuring Rihanna,dominance-and-power,"Big chillin', only for the power in your name"
Loyalty.,Kendrick Lamar Featuring Rihanna,faith-and-spirituality,That's what God for
Loyalty.,Kendrick Lamar Featuring Rihanna,fame-and-status,Is it money? it is fame? Is it weed? Is it drink?
Loyalty.,Kendrick Lamar Featuring Rihanna,female-empowerment,Been a bad bitch way before any cash came
Loyalty.,Kendrick Lamar Featuring Rihanna,hidden-emotional-struggle,"It's so hard to be humble|It's so hard to be humble\nIt's so hard to be|It's so hard to be humble\nIt's so hard to be\nLord knows is I'm trying\nLord knows is I'm dying, baby"
Loyalty.,Kendrick Lamar Featuring Rihanna,hustle-and-money,"Only for the dollar sign|You rollin' with it at the right time, right now"
Loyalty.,Kendrick Lamar Featuring Rihanna,individual-identity,"Kung Fu Kenny, now"
Loyalty.,Kendrick Lamar Featuring Rihanna,loyalty-and-relationships,"Loyalty, loyalty, loyalty"
Loyalty.,Kendrick Lamar Featuring Rihanna,mortality-and-death,Is it anybody that you would die for?
Loyalty.,Kendrick Lamar Featuring Rihanna,overcoming-hardship,I done been down so long I slowed
Loyalty.,Kendrick Lamar Featuring Rihanna,relentless-ambition,"And ain't no limit when I might shine, might grind"
Loyalty.,Kendrick Lamar Featuring Rihanna,resilience-and-strength,"I don't sleep forever, all a real nigga want|I done been down so long I slowed|I'm a savage, I'm an asshole, I'm a king"
Loyalty.,Kendrick Lamar Featuring Rihanna,self-confidence-and-braggadocio,"Hundred carats on my name, run the atlas|I'm established"
Loyalty.,Kendrick Lamar Featuring Rihanna,street-loyalty-and-danger,"10-4, no switching sides|Is it love for the streets when the lights get dark?"
Loyalty.,Kendrick Lamar Featuring Rihanna,vulnerability-and-betrayal,"Feel somethin' wrong|Lord knows is I'm dying, baby"
Loyalty.,Kendrick Lamar Featuring Rihanna,wealth-and-material-success,"Hundred carats on my name, run the atlas"
Lucid Dreams,Juice WRLD,addiction-and-obsession,I still see your shadows in my room
Lucid Dreams,Juice WRLD,alcohol-and-substance-abuse,I take prescriptions to make me feel a-okay
Lucid Dreams,Juice WRLD,betrayal-and-cheating,"You found another one, but"
Lucid Dreams,Juice WRLD,clinging-to-love,Can't take back the love that I gave you
Lucid Dreams,Juice WRLD,deception-and-distrust,You were made outta plastic (fake)
Lucid Dreams,Juice WRLD,denial-and-self-deception,I know it's all in my head
Lucid Dreams,Juice WRLD,disappointment-and-failure,I thought you were the one
Lucid Dreams,Juice WRLD,dream-and-awakening,I have these lucid dreams where I can't move a thing
Lucid Dreams,Juice WRLD,ex-moving-on,"You found another one, but"
Lucid Dreams,Juice WRLD,heartbreak-and-grief,You gave me a heart that was full of mistakes
Lucid Dreams,Juice WRLD,hidden-emotional-struggle,I take prescriptions to make me feel a-okay
Lucid Dreams,Juice WRLD,idealized-beauty,Who knew evil girls have the prettiest face
Lucid Dreams,Juice WRLD,inner-mental-turmoil,It's to the point where I love and I hate you
Lucid Dreams,Juice WRLD,lingering-memories,I still see your shadows in my room
Lucid Dreams,Juice WRLD,longing-and-loss,Thoughts of a wedding ring
Lucid Dreams,Juice WRLD,mortality-and-death,Now I'm just better off dead
Lucid Dreams,Juice WRLD,regret-and-reflection,I should've listened to my friends
Lucid Dreams,Juice WRLD,relationship-breakup,And I cannot change you so I must replace you (oh)
Lucid Dreams,Juice WRLD,relationship-complications,It's to the point where I love and I hate you
Lucid Dreams,Juice WRLD,reluctance-to-let-go,I won't let you forget me
Lucid Dreams,Juice WRLD,self-worth-and-insecurity,I am the better one
Lucid Dreams,Juice WRLD,toxic-relationship,I was tangled up in your drastic ways
Lucid Dreams,Juice WRLD,vulnerability-and-betrayal,I gave you my heart and you made heart break
Lunch,Billie Eilish,addiction-and-obsession,I could never get enough
Lunch,Billie Eilish,attraction-and-admiration,"She's the headlights, I'm the deer"
Lunch,Billie Eilish,dancing-and-movement,"Yeah, she dances on my tongue"
Lunch,Billie Eilish,desire-and-lust,"I just wanna get her off, oh"
Lunch,Billie Eilish,flirtation-and-seduction,"I'm interested in more than just being your friend|I've said it all before, but I'll say it again\nI'm interested in more than just being your friend"
Lunch,Billie Eilish,idealized-beauty,"Oh my God, her skin's so clear"
Lunch,Billie Eilish,intimacy-and-connection,"I'll run a shower for you like you want|If I'm allowed, I'll help you take 'em off"
Lunch,Billie Eilish,romantic-pursuit,"I'm interested in more than just being your friend|I've said it all before, but I'll say it again"
Lunch,Billie Eilish,sensual-desire,I could eat that girl for lunch
Lunch,Billie Eilish,showing-off-and-impressing,Said: I bought you something rare
Luther,Kendrick Lamar & SZA,ambition-and-self-determination,"If this world was mine, I'd take your dreams and make 'em multiply"
Luther,Kendrick Lamar & SZA,attraction-and-admiration,"Baby, you a star, strike, pose"
Luther,Kendrick Lamar & SZA,authenticity-and-honesty,I can't lie
Luther,Kendrick Lamar & SZA,celebration-and-partying,"Weekends, get it poppin' on the low"
Luther,Kendrick Lamar & SZA,confidence-and-self-assurance,I'ma make you say it loud
Luther,Kendrick Lamar & SZA,dancing-and-movement,"It's a vibe, do your dance, let 'em watch"
Luther,Kendrick Lamar & SZA,desire-and-lust,I turn it off just so I can turn you on
Luther,Kendrick Lamar & SZA,devotion,"I trust you, I love you, I won't waste your time"
Luther,Kendrick Lamar & SZA,dominance-and-power,"If this world was mine, I'd take your enemies in front of God"
Luther,Kendrick Lamar & SZA,faith-and-spirituality,"If this world was mine, I'd take your enemies in front of God\nIntroduce 'em to that light, hit them strictly with that fire"
Luther,Kendrick Lamar & SZA,false-friendship,"She a fan, he a flop, they just wanna kumbaya, nah"
Luther,Kendrick Lamar & SZA,flirtation-and-seduction,"I'ma take my take my time and turn it off\nJust so I can turn you on, baby"
Luther,Kendrick Lamar & SZA,haters-and-critics,If it was up to me\nI wouldn't give these nobodies no sympathy
Luther,Kendrick Lamar & SZA,hope-and-optimism,Better days comin' for sure
Luther,Kendrick Lamar & SZA,human-connection,"When I'm (When you), with you (With me), everything goes (Slow)"
Luther,Kendrick Lamar & SZA,intimacy-and-connection,"Come and (Put that), put that (On my), on my (Titi), soul (Soul)"
Luther,Kendrick Lamar & SZA,luxury-and-fashion,"'Rari (Red), crown (Stack), wrist (Stay), froze (Really)"
Luther,Kendrick Lamar & SZA,overcoming-hardship,"Heartache, she only doin' what she know|In this world, concrete flowers grow"
Luther,Kendrick Lamar & SZA,reassurance-and-comfort,"I'd take away the pain, I'd give you everything"
Luther,Kendrick Lamar & SZA,resilience-and-strength,"In this world, concrete flowers grow"
Luther,Kendrick Lamar & SZA,sensual-desire,"It go in (When you), out (Ride it), do it real slow (Slide)"
Luther,Kendrick Lamar & SZA,wealth-and-flexing,"Drip (Tell me), pound (If you), on the way home (Love me)"
Luv,Tory Lanez,alcohol-and-substance-abuse,We all sip the Henny for the day baby
Luv,Tory Lanez,attraction-and-admiration,"I seen your love, you got me baby"
Luv,Tory Lanez,carefree-escapism,Top down on the highway baby
Luv,Tory Lanez,desire-and-lust,"If you let me touch you, and if you let me love you 'til the morning, oh"
Luv,Tory Lanez,flirtation-and-seduction,"If you let me love you, love you, love you for long time baby"
Luv,Tory Lanez,human-connection,Everyone falls in love sometimes
Luv,Tory Lanez,intimacy-and-connection,"Mmm, ah, mmm, ah, mmm, if you let me touch you|Oops I want you for me baby"
Luv,Tory Lanez,non-judgment-and-acceptance,I don't know 'bout you but it ain't a crime
Luv,Tory Lanez,romantic-pursuit,And if you want me\nAnd if you let me love you now|Oops I want you for me baby
Luv,Tory Lanez,sensual-desire,It's true I'm a freak|It's true I'm a freak\nIt's time to love you now
Luv,Tory Lanez,surrender-and-sacrifice,I'm falling but everyone falls|Oops I done fell so deep baby
Luv,Tory Lanez,vulnerability-and-betrayal,Oops I done fell for your way baby|Oops I done fell so deep baby
MAMIII,Becky G X Karol G,authenticity-and-honesty,"No digas: ""Te quiero"", mejor sé sincero"
MAMIII,Becky G X Karol G,betrayal-and-cheating,"Andas comiéndote a otra, pero estás pensando en mí"
MAMIII,Becky G X Karol G,celebration-and-partying,"Llegué pa'l party, saca la botella"
MAMIII,Becky G X Karol G,confidence-and-self-assurance,"Te dejé el review, no te puse ni una estrella"
MAMIII,Becky G X Karol G,deception-and-distrust,"Mandé tu falso amor de vacaciones|Yo que fui buena y tú, qué gonorrea, pagándome así"
MAMIII,Becky G X Karol G,defiance-and-rebellion,"Llama, 1-800-jódete"
MAMIII,Becky G X Karol G,disappointment-and-failure,Te metiste autogol por torpe
